file,config_1,config_2,train_accuracy,val_accuracy,avg_recall,avg_precision,avg_f1,train_time,val_time
training_data_large.csv,l1,0.5,0.76,0.715,0.7148069374767745,0.7160924991674991,0.7145335611470294,0.0019097328186035156,0.00025844573974609375
training_data_large.csv,l1,1.0,0.7716666666666667,0.68,0.6833990147783252,0.6837187229035055,0.6796711366045971,0.0020520687103271484,0.0002579689025878906
training_data_large.csv,l1,2.0,0.7666666666666666,0.665,0.6686557609322624,0.6695893636154506,0.6629066885658856,0.002120494842529297,0.00025963783264160156
training_data_large.csv,l1,4.0,0.7566666666666667,0.655,0.6583025014455393,0.6598787649850151,0.6548263862816688,0.0022232532501220703,0.00025391578674316406
training_data_large.csv,l2,0.1,0.7566666666666667,0.645,0.6558750914986358,0.6633689109361592,0.6444703022420414,0.001985788345336914,0.00025391578674316406
training_data_large.csv,l2,0.5,0.76,0.67,0.6696979475266113,0.6696938059199115,0.6678452231864942,0.0017809867858886719,0.0002512931823730469
training_data_large.csv,l2,1.0,0.7566666666666667,0.67,0.6890622536164814,0.6955870897667064,0.6691914214205157,0.0024085044860839844,0.00027060508728027344
training_data_large.csv,l2,2.0,0.7616666666666667,0.685,0.6859676004852635,0.6877628569720025,0.6838520968334633,0.0021212100982666016,0.00033402442932128906
training_data_large.csv,l2,4.0,0.765,0.6799999999999999,0.6898798570851055,0.6917382060572278,0.6788280559239612,0.002482175827026367,0.0002722740173339844
training_data_very_large.csv,l1,0.1,0.7383333333333333,0.7250000000000001,0.7249537741407817,0.7253356773676839,0.724713350633275,0.003219127655029297,0.0002799034118652344
training_data_very_large.csv,l1,0.5,0.7393333333333334,0.7109999999999999,0.7114476103446491,0.7112566452717306,0.7107963504267457,0.003839731216430664,0.0003609657287597656
training_data_very_large.csv,l1,1.0,0.7446666666666667,0.7130000000000001,0.7148055441097763,0.7151224385245902,0.7128965032854898,0.0032629966735839844,0.0002608299255371094
training_data_very_large.csv,l1,2.0,0.7426666666666666,0.7249999999999999,0.7257892263143182,0.7262903505306778,0.7249010339619718,0.003628253936767578,0.00026416778564453125
training_data_very_large.csv,l1,4.0,0.7406666666666666,0.728,0.7290876536402893,0.729209608034983,0.7279485860517749,0.003389596939086914,0.0002598762512207031
training_data_very_large.csv,l2,0.1,0.7406666666666666,0.724,0.7254637709843439,0.7256607495412912,0.7238334195139315,0.003017425537109375,0.00025963783264160156
training_data_very_large.csv,l2,0.5,0.7433333333333333,0.714,0.7147528154402052,0.7146629339672637,0.7138119383178614,0.0029087066650390625,0.0002627372741699219
training_data_very_large.csv,l2,1.0,0.741,0.7249999999999999,0.7260509823347336,0.7263763762893746,0.7249053320557086,0.0029447078704833984,0.00026297569274902344
training_data_very_large.csv,l2,2.0,0.7433333333333333,0.72,0.720261162939694,0.7204574905289741,0.719945287354757,0.003202199935913086,0.0003304481506347656
training_data_very_large.csv,l2,4.0,0.7373333333333333,0.7170000000000001,0.7181677338596998,0.7184816898085556,0.7169092593872843,0.0031838417053222656,0.00025963783264160156
